User id,Project
366525,P72492
430967,P45530
232105,P17851
504661,P91484
948507,P94952
819323,P65158
338383,P58734
504113,P73961
339629,P62270
545318,P29215
92818,P85408
407274,P65896
903155,P23369
640012,P47061
292594,P54719
908011,P83261
726059,P88772
210265,P5536
963874,P14124
749873,P73033
727686,P98145
818775,P66872
182131,P45304
285028,P73903
824645,P25787
60486,P2381
624329,P30927
665115,P28800
206554,P60608
70373,P37251
219901,P99169
440057,P48767
726102,P73826
228428,P53264
206430,P20434
561660,P44171
534759,P91875
777113,P82577
894146,P45568
362251,P40029
849735,P70741
211617,P95977
86536,P83231
365441,P77953
761503,P73599
854864,P8406
243385,P52196
913624,P82274
638575,P1928
136786,P32721
689300,P86940
853636,P25546
201276,P30933
267185,P71029
587144,P56587
234452,P46617
844683,P84333
381873,P72687
271815,P33161
351822,P4429
503924,P57781
126308,P9449
123380,P52600
107450,P29635
4174,P30174
857527,P29128
319063,P18430
217447,P11524
12378,P56303
937469,P37
218871,P80702
347666,P77257
761896,P91753
258205,P50360
395694,P99805
814817,P85013
268732,P36472
8856,P60967
506708,P8229
463936,P40220
748571,P71070
378384,P80151
769909,P70611
545918,P6381
127216,P24796
788272,P38147
641766,P42217
204438,P19123
942149,P96571
925269,P47899
411582,P65893
895306,P8295
154235,P98914
595587,P79251
147720,P1826
760444,P39299
785828,P42152
840956,P42293
216424,P84686
65807,P56564
83121,P48659
652575,P57988
661301,P28747
822042,P26369
15307,P68684
630153,P26066
934594,P52356
548465,P48023
67614,P38709
610481,P20039
795685,P14949
344183,P15502
992939,P21043
660793,P85614
46709,P67954
841525,P66209
697121,P97028
698369,P92431
794420,P20369
16988,P20138
888188,P52723
373001,P74461
465011,P68224
969900,P73889
917462,P80031
463855,P33474
443587,P16498
262702,P44826
325151,P89909
749558,P10960
825281,P93620
303520,P52483
464892,P44109
182610,P95009
163077,P9426
833448,P90969
867933,P54968
393260,P22228
293957,P70017
258227,P1542
47121,P96289
815211,P23437
283758,P56479
698330,P52265
899678,P84451
796586,P95391
633968,P70252
310530,P34109
209211,P18739
918437,P69555
686280,P79217
789533,P61496
782151,P48385
82873,P84093
834107,P98636
37046,P10246
561542,P83724
743546,P35573
269460,P75481
273355,P14323
899297,P97039
666742,P59621
331564,P79896
75596,P86409
520882,P31118
791315,P83768
563918,P87975
317363,P55570
113910,P86380
86220,P84255
954171,P73176
323083,P30570
183461,P20356
475114,P64158
225649,P23395
807307,P74255
69578,P74262
927488,P54019
691448,P44906
982756,P73244
571700,P81651
568090,P37609
596248,P58080
541511,P17611
141992,P51934
223528,P39584
784315,P85437
74819,P20856
356,P38510
459199,P14931
50873,P63242
524189,P41124
569261,P79358
569170,P79765
652376,P47960
286218,P91170
849526,P43776
577117,P26632
780453,P16378
251802,P42661
879332,P77545
785008,P2037
682124,P88931
467593,P83532
365976,P39800
719631,P20093
687144,P88108
763644,P66130
987695,P6467
864887,P96708
86338,P83501
177244,P36495
820569,P78852
451861,P86901
213403,P77020
226511,P46793
991920,P22599
264720,P44530
322828,P36507
166424,P93478
498775,P31095
625424,P94817
777647,P94940
870586,P79590
80334,P97939
901366,P75676
657538,P29015
248228,P29647
126438,P24463
704444,P52438
208876,P24596
101560,P96545
543481,P619
687771,P81429
40594,P56888
543582,P1336
43868,P32262
371956,P13919
48660,P58218
879864,P58800
513519,P93389
638200,P45626
318191,P98924
903458,P29220
87884,P78071
634453,P13681
543316,P1468
127958,P60024
73059,P86820
23182,P92082
525196,P5298
466901,P64704
581875,P43855
987987,P24211
531454,P28751
309738,P9407
259822,P23030
290964,P61215
342521,P29624
598281,P3536
326129,P61870
136479,P33300
96021,P2244
71572,P50677
150080,P43460
369337,P90938
867780,P25530
922014,P20920
905167,P50572
405819,P80293
694252,P3671
887744,P82043
542197,P26516
486833,P28745
315963,P37652
427861,P62517
801436,P20769
504366,P90068
509753,P53333
152664,P82287
44003,P62112
299594,P45823
137153,P8911
216837,P54528
127144,P81559
561353,P32183
459183,P68258
789026,P58548
464502,P90786
409893,P3474
452790,P87722
232442,P79954
636981,P35437
262302,P66652
258854,P86138
955578,P64635
32875,P88188
769604,P95463
673257,P63127
646098,P9475
30801,P29648
132881,P87671
607662,P15921
803526,P42897
658128,P73357
368260,P35796
819509,P9596
827089,P62468
165648,P33077
246332,P64
554469,P98307
810304,P2780
155867,P34058
23493,P48441
139151,P50432
165726,P96969
589470,P80065
825144,P46343
138745,P93797
366944,P63572
892170,P36456
855959,P13775
387736,P19634
363041,P3124
225987,P47495
645624,P63342
921913,P7603
49675,P2541
993092,P66460
732015,P35201
621330,P25800
113137,P73894
274327,P2493
379018,P6232
769876,P76344
975807,P74919
454041,P24567
29403,P23538
19057,P50651
295093,P91321
855543,P67228
443215,P48576
97920,P74023
712224,P38827
283473,P89742
865777,P77831
292140,P55373
623115,P59075
888751,P40866
601441,P18240
193197,P32416
423342,P77376
40797,P56847
291289,P37804
183873,P89813
197864,P8557
651595,P56231
36459,P26476
347156,P50695
941217,P45360
863686,P70169
521806,P86319
381310,P63810
314420,P45273
404005,P12318
126602,P83119
822991,P16240
490681,P71185
716155,P71620
787331,P55909
846911,P97337
895079,P17179
825270,P41002
697772,P20404
492411,P81168
196038,P8101
983562,P37646
307118,P7055
408836,P39484
607306,P41439
7798,P58221
356675,P16502
933608,P98024
297228,P49160
893676,P15623
281045,P71888
938353,P30012
124461,P84365
407345,P26988
499144,P80468
584236,P7119
489476,P32654
643598,P29585
854218,P25252
499847,P75300
99009,P34657
730920,P26833
149964,P67839
695312,P96934
838594,P26935
656862,P86141
400987,P29377
28214,P12385
163630,P58241
273306,P81295
13689,P22553
687122,P9453
667160,P88655
959149,P320
256180,P28106
432791,P78166
335879,P3906
394585,P56647
437058,P93345
279792,P23454
602218,P38228
672884,P74065
217260,P13561
941521,P68206
999978,P53419
774737,P93272
896721,P15429
410571,P13027
487643,P66865
234718,P32414
937084,P21218
346411,P77533
14964,P11060
352720,P98142
571793,P89354
724734,P46194
253635,P4987
194107,P76113
893276,P5798
412460,P48716
387211,P22765
402185,P98047
100773,P40062
603097,P84756
648688,P1395
539577,P15983
411788,P16409
836034,P34200
924531,P67156
884816,P90020
787202,P32614
287213,P17646
107495,P49188
521749,P48755
254885,P33022
472896,P67407
516078,P32236
539361,P52224
332728,P54282
498637,P81106
561299,P41923
521544,P29263
462262,P55582
296406,P31794
390739,P78670
638145,P19710
762082,P26521
459383,P8307
189728,P10803
34863,P86934
171375,P15120
718686,P29516
701917,P66960
896003,P16044
829545,P23137
454426,P34770
281231,P69358
394542,P96131
270696,P11672
759740,P95887
491071,P55970
664478,P60599
667183,P92010
44574,P63669
786874,P93422
107077,P90428
766015,P94699
367780,P69953
488034,P57326
962468,P59137
723628,P48220
461513,P61290
302044,P91046
917645,P64735
205284,P40853
262688,P47167
507713,P90516
882695,P49187
745630,P97530
914205,P67307
83298,P55737
106129,P8772
657977,P27527
302833,P48884
833674,P86042
715362,P33696
766177,P73630
956263,P5874
86264,P92256
658946,P35879
532892,P6307
521494,P52614
813137,P50793
459087,P57782
149512,P6649
969170,P32459
504443,P74983
571234,P66372
764298,P38144
411167,P78601
263108,P54416
950154,P27372
127487,P34273
494883,P57152
611277,P29929
569339,P61862
265948,P49737
82472,P8705
854697,P26245
194965,P33218
577642,P74703
963252,P62640
548178,P45649
89202,P25127
161935,P63636
929037,P62273
622561,P69459
773273,P46049
737162,P84575
195245,P73520
801028,P56950
226948,P43023
920360,P96878
187384,P37434
928157,P81498
895396,P30015
607325,P85620
836708,P96646
582347,P23410
313578,P4048
411505,P87880
497008,P18095
506617,P11590
713779,P89910
831318,P58202
208946,P76312
16151,P59162
326098,P25826
606170,P55196
325211,P17064
876926,P3472
934458,P31821
356922,P58003
888470,P93321
741994,P42145
833804,P56263
286384,P81833
4800,P58481
272501,P25650
864836,P93734
177558,P27199
880223,P16457
353572,P51786
189068,P70860
236411,P58180
287580,P74356
517539,P31863
576378,P29663
103900,P45862
988030,P98540
478103,P63476
770882,P85746
721452,P43330
88468,P99168
124051,P63378
652537,P54195
990164,P86748
859545,P61453
183765,P86003
389246,P4680
34631,P52663
379274,P42425
520945,P51754
888499,P58463
535528,P94658
81207,P39693
747730,P52763
906195,P993
23120,P17640
205724,P12118
952904,P64061
669817,P53374
919690,P85633
235741,P9816
620637,P26230
736374,P93263
508786,P9918
665680,P12143
109366,P40487
818371,P50375
292834,P3757
656265,P37451
739995,P79380
201548,P16659
5899,P21332
288069,P60372
576994,P88877
589025,P7807
731612,P40487
585924,P52248
217096,P86505
152288,P5515
101465,P6931
962231,P79360
917155,P4538
95238,P18602
106206,P66126
227037,P70053
255821,P58303
926499,P21439
686728,P72965
5140,P77857
776573,P97864
935966,P44828
474421,P17128
206769,P82826
18490,P55406
864776,P81025
831617,P59860
828317,P30529
275500,P51145
742374,P3392
116932,P72169
155046,P91653
995146,P3414
985766,P67633
632191,P48995
616745,P40256
244218,P30314
631874,P90165
198394,P7307
883990,P4844
400730,P20212
256748,P49711
716687,P73418
796303,P66256
475082,P84356
100525,P52606
347045,P648
723391,P28643
892603,P9694
236980,P62060
438744,P4630
312627,P51712
37043,P10477
479081,P2042
583518,P13566
507003,P29069
628341,P74331
564434,P19739
687436,P94349
433708,P16297
185652,P32094
108524,P88407
490550,P53180
375251,P11500
221406,P71695
842,P48955
356464,P50694
928578,P36806
632347,P53995
169925,P76504
323859,P29731
450812,P63085
322264,P99987
26900,P75600
320553,P28953
462280,P74432
802788,P11066
616826,P13925
246331,P14411
139829,P57865
527439,P32571
257690,P19822
517751,P80568
517244,P35354
148097,P56333
158075,P53023
578264,P73867
415328,P33385
770455,P74458
990741,P73157
217731,P15903
313173,P4576
641092,P17112
585235,P23807
14003,P74475
701452,P71459
539747,P47194
868602,P85850
423007,P84312
24369,P40291
279254,P94566
732783,P19914
81013,P38705
334314,P5277
118824,P10515
660526,P61162
526927,P32115
633175,P92023
330259,P37321
873787,P65323
563669,P47462
894766,P54663
147799,P2094
535345,P98588
168041,P60288
140059,P16198
351169,P64854
301722,P77831
164581,P43850
789674,P74811
511722,P8848
934045,P5888
441756,P95378
977841,P43805
783056,P7667
53837,P41144
616860,P79295
150495,P62496
900236,P65487
371442,P60102
600297,P46779
155046,P59348
750274,P73444
14326,P78350
384994,P1438
718201,P9475
896030,P30123
20419,P1169
483679,P37836
488653,P15037
645779,P4438
83670,P79795
173271,P88336
990127,P79094
421084,P87456
889740,P8808
682760,P28928
684487,P58342
586061,P10004
721072,P88208
459755,P43277
356290,P82621
553240,P80877
968180,P13167
264129,P74910
806710,P73309
387329,P27991
99071,P68967
302026,P81642
785272,P86321
714680,P89584
791094,P14637
131177,P46450
529121,P92226
873328,P73468
267870,P63350
623476,P61862
758032,P74282
498584,P36995
725033,P26721
439577,P97760
135212,P20383
288554,P61180
539278,P94180
756929,P25359
674645,P71152
634361,P617
401231,P47849
222917,P59834
207230,P46509
358213,P10034
716480,P37098
763545,P53983
765156,P42236
755830,P56674
663574,P49451
12380,P34479
163630,P13156
192427,P44897
752938,P65609
17150,P64095
391940,P77072
629316,P60960
603539,P46865
936238,P98421
666225,P62978
912815,P85484
594097,P65098
577989,P99333
49960,P96182
821099,P15421
445727,P80666
319490,P18715
815087,P61535
867184,P7935
79127,P58189
816104,P20416
338931,P43963
972607,P80995
252475,P55259
15909,P29577
680814,P42987
671784,P45575
498011,P50418
958584,P79657
705140,P83755
22768,P248
361538,P23243
483962,P7686
780881,P57686
206655,P4414
887996,P24194
88826,P49888
327154,P66443
358400,P49047
186264,P47676
973081,P7328
369344,P43586
210767,P65392
302929,P75887
578672,P1277
751333,P51774
696142,P64369
114192,P5651
109605,P59777
820439,P87317
225179,P27730
362208,P62206
747488,P31076
641322,P29710
793597,P27795
463743,P80284
587978,P14020
813357,P96671
213309,P29524
271403,P32686
706330,P14103
406212,P67436
796628,P55944
467885,P96883
9115,P32914
92372,P10353
573523,P79802
370043,P27188
385444,P4472
558236,P87010
974511,P49639
149268,P72570
399965,P28661
920867,P28088
75519,P27710
30236,P94080
678251,P7655
947278,P75938
7080,P91072
547549,P1640
528993,P99270
900168,P55866
215986,P57480
400728,P30855
409021,P52179
124643,P73647
119350,P843
215710,P93209
702939,P618
190774,P25068
514310,P30402
165033,P1243
165759,P20587
201308,P3564
146032,P14612
663861,P56947
931962,P34049
114296,P42209
81314,P48866
272018,P81240
7615,P37343
870264,P87246
179338,P52368
316220,P34254
312174,P89498
963674,P32870
397815,P30418
779018,P48270
917741,P39028
856839,P3105
714728,P38446
935366,P46776
227103,P62943
770770,P47528
532639,P91758
425994,P91597
747475,P12684
847413,P36786
475860,P17203
509077,P13453
138772,P65239
266107,P94032
216589,P27265
669968,P95270
714957,P7375
929760,P28175
832646,P2274
736978,P50049
162256,P91220
666214,P35483
931576,P63801
20771,P52113
501328,P25579
378626,P85295
670302,P36631
692008,P47835
726985,P55245
105631,P99847
354675,P48943
619000,P81667
621299,P17907
392972,P90853
561690,P86777
726239,P43265
626882,P11503
761175,P54352
863343,P14040
25547,P70404
245799,P1494
249516,P95743
237505,P99215
147269,P66666
314743,P54023
846999,P58166
610695,P52199
59453,P94855
903351,P57265
735852,P82089
725641,P81055
943729,P63497
5889,P18348
477582,P54295
565363,P31526
418376,P40360
268572,P38863
359810,P75320
386004,P40946
293847,P65942
447762,P96516
627135,P64763
478278,P14709
946240,P60572
309965,P99518
907559,P5303
219564,P86258
995164,P53423
338681,P78626
502607,P18134
705283,P83666
768619,P91521
136777,P71674
72441,P52425
615476,P59974
337976,P52229
647858,P83470
128640,P10968
446920,P42969
901795,P17379
217644,P35659
784082,P59962
399297,P97537
172700,P32115
994508,P14328
703987,P55046
950484,P37925
464387,P38570
332224,P95847
409123,P35880
106208,P87926
301517,P75183
726569,P53418
5810,P2605
328566,P20762
529952,P78656
441098,P47254
975259,P1482
555408,P21479
767030,P60954
707236,P71247
427511,P96791
512304,P45645
797932,P37486
763418,P97176
355447,P60307
643977,P10847
642372,P33145
635613,P47947
412771,P87931
920854,P91154
886674,P32328
997783,P79094
831314,P5837
523274,P7230
144193,P96178
15580,P86309
27891,P36505
235088,P63960
253150,P51482
136738,P61106
49560,P26923
752510,P65985
427238,P48965
190129,P37257
468583,P84789
410253,P96116
672209,P12086
174735,P29367
317557,P5133
533873,P73854
824251,P8059
536723,P49485
900869,P51967
212683,P48926
100589,P45748
344490,P61726
878376,P42400
702941,P52659
535272,P70488
85149,P33608
646214,P70075
381086,P63313
908931,P5077
25813,P58099
247695,P20598
992449,P96107
373293,P71097
416446,P13299
264260,P12237
40255,P84059
773647,P18361
675992,P4112
7211,P68499
781535,P4408
594506,P20891
280126,P31814
417235,P37058
425552,P86431
324581,P51971
310152,P3179
538245,P17416
406282,P35491
877888,P19454
89339,P25251
812945,P16858
939895,P83176
332065,P99782
437952,P9753
884761,P23065
211342,P61902
276995,P99899
756307,P81510
858796,P20025
219600,P52964
343858,P98712
195195,P94919
91744,P60276
902975,P84953
55890,P16020
726359,P81561
516984,P19696
511814,P66522
233643,P83981
707431,P21381
325608,P15905
185780,P73075
224287,P35773
918407,P3159
247296,P40164
29524,P28500
166587,P92145
152960,P97297
179398,P81836
986404,P44451
658154,P75750
759248,P55089
530360,P40756
866200,P22142
275341,P49295
516064,P30288
403395,P45068
130228,P78308
525856,P51063
56763,P86758
171905,P55783
108743,P35236
701126,P67926
664945,P51177
481451,P22743
404318,P10185
824475,P32673
55728,P28712
442094,P11754
286282,P25530
186973,P94714
788290,P82599
223923,P92593
812594,P95257
857756,P40006
270760,P2467
917124,P43362
783026,P61566
125216,P39844
505102,P71212
757330,P11028
904299,P14015
319144,P72324
178963,P58571
68596,P56300
898728,P50459
676909,P58196
748578,P36423
305760,P4583
125052,P4207
417317,P12380
552808,P84960
829175,P70296
238227,P90318
774120,P57160
499122,P14843
727711,P5677
952819,P17298
336209,P65088
74719,P17335
299418,P11144
643962,P83872
314779,P69542
983395,P33786
619154,P87626
164489,P93794
865730,P99523
504150,P11064
519083,P8026
358703,P46378
577597,P53051
460777,P80317
384945,P32746
886347,P67571
268208,P9528
483187,P82053
596088,P3518
204497,P15223
301603,P13196
627959,P43937
939170,P15572
793232,P47812
682002,P66928
402725,P7569
612946,P42622
983000,P95246
582247,P6793
258790,P70616
393074,P32206
329787,P47918
840661,P61915
270631,P64743
440192,P18232
127859,P68746
210843,P59497
620112,P70061
547743,P3959
704112,P6190
571690,P47891
543276,P83467
242486,P29045
112368,P26268
861464,P61132
546145,P74950
235420,P82249
322903,P72798
381749,P50321
474720,P79105
908618,P38169
254221,P4653
151475,P12271
331106,P92678
868000,P28534
731769,P82446
506899,P92578
394356,P40459
97429,P82660
52311,P79142
845528,P76560
147130,P33870
622814,P86059
680044,P4289
198223,P39237
403826,P62871
780434,P89220
740213,P60148
824813,P82625
640877,P42716
607975,P95252
530750,P55161
439337,P84289
319294,P99406
485747,P63848
656182,P15904
817670,P69643
355588,P6261
82258,P75554
876994,P38189
397779,P91479
643181,P4237
954002,P21590
171252,P96524
485050,P68599
276706,P99860
281119,P44085
984615,P21863
24017,P55859
349210,P7221
978931,P8378
956430,P40486
336162,P85809
749591,P16910
729738,P11459
618595,P35196
883195,P58899
976816,P94309
854226,P68451
181393,P58967
50704,P36442
209095,P6234
914016,P27289
291116,P13021
767226,P51649
921926,P88168
451224,P57185
760749,P5995
655548,P44949
711289,P4117
960643,P35036
475761,P88395
839841,P33424
945997,P29023
657340,P21319
159087,P99501
816790,P51261
713585,P83200
556212,P226
410861,P2669
289285,P26801
289329,P8429
161505,P83387
810132,P80226
439588,P94420
404443,P19553
847336,P89751
290214,P19906
544144,P79844
742541,P1342
490094,P7528
852069,P49341
236650,P8345
537377,P93423
331357,P60672
404865,P50530
393302,P99959
291971,P73451
993902,P18517
610410,P6705
506249,P59519
360043,P26759
687008,P79254
345992,P5813
843387,P1692
869577,P4814
322811,P16122
368149,P19451
892647,P78897
416037,P5568
252511,P35040
884491,P30312
19657,P27778
467564,P67030
701721,P87975
401180,P12750
845533,P86083
960726,P15401
597168,P64262
14291,P6856
689166,P99388
477864,P19306
3265,P22552
479727,P11627
169513,P21312
460002,P71616
880432,P93836
704106,P92341
579752,P9595
995425,P27782
483159,P22512
984824,P52437
799173,P78786
494293,P19692
371508,P27443
892897,P29331
973792,P96038
951403,P80543
160027,P11680
399296,P19052
428783,P62064
2776,P38493
389801,P63029
799107,P65326
26051,P53024
337144,P93111
141481,P49207
359323,P60812
266206,P70321
129999,P2842
253305,P25789
330324,P58951
57586,P41813
491126,P8178
787759,P54146
191888,P50331
649110,P36599
277094,P13796
331907,P69738
571021,P87695
641317,P49703
447239,P65456
221657,P60270
794217,P96548
640027,P30301
991505,P50021
438609,P7831
372981,P73007
637429,P5981
669854,P6728
81901,P3311
628890,P52114
205559,P35862
141858,P18983
212164,P73720
225477,P89617
111780,P67060
166412,P17704
34618,P35439
463330,P40362
580892,P71992
800752,P36741
106375,P70421
85376,P93616
368186,P29156
382610,P53617
955509,P32343
992622,P1605
283810,P27099
526266,P37257
312167,P1638
860300,P2533
513711,P54608
214550,P71993
388509,P36630
146509,P21303
367192,P89909
388800,P37111
608243,P43855
598525,P17480
638338,P56782
761510,P73504
448376,P56506
682371,P93739
842897,P99253
243096,P54576
74208,P29675
213290,P45362
732653,P8583
366217,P62946
21002,P89438
96730,P67433
469708,P2381
345990,P50566
377841,P10213
509553,P51562
778136,P20615
77244,P66178
739088,P54637
788871,P59404
869035,P83396
623735,P31468
305139,P33794
464334,P7491
560499,P80272
118221,P24003
869610,P11348
367978,P92869
674320,P28087
313619,P67532
717264,P19009
109839,P53541
317413,P11378
831920,P39443
34072,P22122
511173,P48986
780844,P92267
9042,P13975
250592,P66262
516003,P38361
865676,P67100
264713,P58895
806445,P53159
417099,P37444
207491,P14175
15931,P79293
241204,P55441
214575,P15557
146868,P41401
19980,P36578
695708,P70205
190128,P55514
15790,P91031
26538,P87695
80062,P35501
321497,P22511
674527,P38938
528956,P70766
213323,P63747
642852,P74364
685679,P38547
112465,P65851
984397,P55022
651683,P58760
124616,P61618
67104,P88012
612640,P89864
411395,P91783
1731,P42589
866929,P44864
266534,P89178
290175,P30652
148808,P95900
707770,P29078
588712,P24845
339983,P85941
700611,P25046
114578,P74612
765537,P33898
13561,P9200
977259,P26730
157411,P29858
551053,P76645
699559,P69955
365441,P20549
565945,P87893
782847,P43161
803943,P38420
533557,P48750
500385,P5827
535313,P57887
296130,P56737
535122,P23091
277589,P58673
812749,P91805
54649,P68012
471581,P40761
78036,P96992
688157,P46864
712255,P97400
341678,P64973
18348,P54533
125353,P99608
270663,P81534
374941,P19616
606016,P84646
905284,P84320
42231,P58028
375600,P67374
105566,P70723
126566,P68414
585373,P16681
799135,P11846
19054,P75410
804538,P88755
57875,P27117
775683,P3331
891507,P4140
22131,P12096
233127,P46139
924853,P82943
181833,P65922
132628,P90794
649793,P93303
944943,P60865
121971,P84209
289065,P21445
363133,P11124
988362,P17623
141783,P130
107450,P78309
371920,P89708
179668,P64933
955218,P96039
943098,P56886
964041,P38365
82398,P33193
970813,P68797
252181,P70918
517781,P67508
400060,P17863
601705,P55553
450797,P93497
204513,P62800
770826,P14336
412748,P51568
625208,P69476
714628,P81844
150888,P59871
977438,P54118
488618,P20971
570577,P40046
991343,P37158
287638,P51665
895838,P42293
781230,P41698
292744,P75342
271616,P91383
532518,P64774
542210,P39144
914667,P58737
968358,P90987
731528,P34355
58453,P97919
767312,P11726
665358,P93866
494806,P57423
526354,P47229
276458,P66773
236208,P39556
363806,P62657
770978,P14466
104424,P71456
109576,P14476
543348,P41377
293833,P83160
566163,P80521
738884,P71887
513269,P32907
946895,P62218
114065,P2074
435689,P49982
649690,P10279
387828,P63937
668217,P66239
603885,P47941
713199,P25615
469668,P52832
3466,P93560
197344,P26688
905717,P37253
497822,P8447
102028,P92736
734504,P1787
366736,P26174
665593,P82745
90452,P30740
679441,P52779
377220,P87791
385735,P40417
22353,P99630
734262,P83180
100371,P33266
840633,P73751
263368,P72460
602382,P11329
5630,P29422
880715,P86941
60024,P28198
455939,P432
800916,P14928
10767,P20626
689408,P51335
982348,P853
840859,P12509
747988,P2306
888559,P47022
686648,P81039
924080,P67085
417716,P57651
109708,P94272
828237,P7216
728767,P64818
441837,P12110
423323,P67942
914242,P26821
858068,P17247
256014,P46019
538011,P51887
563163,P77414
224815,P30504
501593,P92057
257050,P44540
463216,P7773
498689,P26986
968425,P8408
356299,P34734
132038,P47928
724607,P25657
446130,P21671
857735,P40587
328485,P89621
626874,P20974
706997,P57493
178681,P39432
24870,P34599
199395,P70901
205560,P82486
293911,P82414
801012,P58864
577296,P96883
489696,P66556
399238,P18659
495177,P54039
14947,P48575
186292,P13458
511028,P47323
732863,P77089
93704,P27259
252721,P87073
551117,P80476
584104,P57342
787972,P16386
658280,P97607
233931,P64293
849726,P42670
890991,P54175
903240,P85458
326364,P35108
857848,P82654
656751,P93025
946016,P57674
577008,P59818
322260,P27062
802220,P99464
291377,P83546
955233,P36549
501128,P19623
757866,P80750
121743,P12150
87295,P20944
343391,P87935
244052,P30543
44279,P14184
139386,P56050
225367,P73485
470974,P96287
752442,P75095
704083,P98301
421354,P58219
732365,P50044
884170,P79796
918948,P7753
270033,P52251
35867,P70445
980196,P35959
471921,P26423
818878,P60846
882935,P96846
699120,P4436
404194,P63620
28527,P45894
657741,P75513
368621,P3445
23785,P40827
324232,P3867
839041,P43124
75169,P66933
832293,P29226
396010,P11531
356369,P79677
714271,P60288
352920,P69926
38789,P67888
651503,P10685
118885,P86416
427340,P53574
317471,P62302
675097,P38891
578935,P24830
346049,P98428
934960,P46672
519009,P39375
156812,P491
767061,P19024
518516,P96553
219800,P91737
470421,P48124
412430,P19623
128783,P47382
603928,P86162
249203,P95434
422531,P88106
448070,P15972
840953,P64815
43596,P17025
25572,P56263
138413,P91876
685809,P26261
498197,P98107
84591,P35971
693496,P56634
775477,P29774
545672,P338
543584,P76273
852049,P95446
34624,P75911
565983,P22015
850240,P94728
870755,P38940
928348,P69458
811593,P75228
465462,P89648
703874,P52835
609234,P33590
793468,P91867
881862,P76845
900915,P12867
348629,P18792
931910,P89143
241953,P29404
225129,P25828
587295,P66960
943842,P83567
515041,P68393
160001,P4336
12251,P19517
217066,P35922
987833,P82589
304873,P55254
441501,P96702
52271,P39838
365285,P89148
234695,P77051
788633,P76520
936070,P64509
442976,P87111
558834,P63891
80228,P47770
8079,P86741
357590,P91143
945256,P83653
783458,P1744
669076,P19319
786817,P30584
118716,P86659
812816,P69962
920499,P83914
124879,P55625
791147,P65139
316214,P23415
980840,P92369
344138,P63006
696583,P51315
650977,P39427
622320,P29383
704806,P59603
611767,P10080
574677,P57248
197827,P21195
418868,P94600
334399,P3687
55185,P60914
775014,P31073
704851,P61571
632710,P78408
429751,P47218
546448,P35751
101052,P43029
