User Id,Skill ,Skill level
223013,S21500,1
816907,S40043,10
213035,S32653,5
213248,S31202,7
438576,S49350,5
299136,S83562,3
517433,S75598,3
918864,S49530,6
525400,S63257,3
200839,S83836,3
275868,S68135,2
574902,S53623,5
161475,S23592,2
159831,S22656,5
553417,S93729,2
856009,S76881,7
923741,S17839,6
88936,S47387,5
363536,S62954,3
394778,S42365,1
640350,S37532,3
153517,S63642,8
685931,S92833,10
507737,S70782,5
906299,S27401,6
38755,S40843,9
825387,S99281,4
476199,S15565,10
61368,S49734,9
266000,S90987,8
105495,S77620,10
227224,S26837,3
942806,S46514,4
914732,S7541,2
308793,S9097,7
711280,S51833,9
76292,S51914,9
998626,S87976,8
348863,S88048,9
383031,S19878,7
485001,S73953,9
144292,S49444,10
107659,S43065,4
440141,S14881,1
661175,S58659,1
973832,S52306,5
186838,S58503,1
44182,S57313,5
661678,S58382,10
105665,S15897,4
856748,S81241,4
552056,S77125,3
225231,S26630,2
826014,S88180,3
95203,S98288,1
687574,S59456,1
269483,S83225,4
228025,S85901,10
792978,S97892,7
890529,S90656,5
129434,S16496,10
426600,S68078,6
104951,S19952,1
823271,S53816,3
189703,S48462,9
320699,S9854,7
264939,S44139,4
122454,S59056,6
226659,S4980,9
986888,S34305,8
314330,S22397,1
485805,S88164,3
456457,S65823,9
42878,S67987,2
291128,S2487,1
418307,S21433,7
727584,S77042,5
197321,S99592,9
879481,S83202,5
432511,S63734,10
583697,S36681,4
641341,S63505,10
503570,S2113,10
207482,S6766,9
454030,S22346,2
208975,S5929,2
390521,S59610,1
729467,S95015,1
211993,S58858,1
549929,S77038,8
190459,S58099,4
861395,S6079,10
138183,S53816,3
943372,S84701,1
620717,S5512,8
680621,S91609,10
873108,S37809,9
380963,S56902,1
160366,S23250,6
32153,S55086,7
132386,S20407,1
818102,S25754,3
38782,S95186,6
562407,S40120,2
711877,S53483,3
103870,S43219,5
342382,S97793,5
307199,S20223,10
399378,S47047,1
603886,S87127,7
768740,S31507,3
17822,S62425,9
714575,S36997,3
411795,S75553,9
783330,S96611,4
271985,S4031,4
58665,S97004,5
319284,S35788,5
781098,S23081,1
417520,S1007,4
720115,S50666,7
516099,S31997,10
161021,S16429,2
590281,S6680,5
554029,S80060,8
604543,S54391,9
128389,S4936,9
518294,S23228,10
134091,S24285,5
333365,S98103,4
797117,S88839,7
28679,S87833,3
305950,S88135,2
141233,S12416,2
578182,S80573,2
511055,S60318,6
708983,S45865,10
671209,S97108,7
789837,S31212,3
22552,S94196,4
305458,S50065,9
952691,S1397,3
135127,S74385,8
107528,S46559,4
164216,S36704,3
774067,S16241,1
963470,S41544,1
564142,S3155,7
780463,S64958,10
847448,S30292,8
38133,S8285,7
394680,S75955,2
40193,S70567,10
593600,S7580,9
377514,S79620,3
576689,S62342,2
701087,S21188,3
690312,S71290,1
789363,S46358,3
344451,S54609,5
224092,S57056,3
99337,S69344,3
771083,S5248,8
502934,S32177,4
91814,S60217,9
732839,S42570,2
814388,S8721,3
619138,S62744,4
721656,S78524,10
840851,S75206,2
33878,S63867,3
207319,S22917,8
219325,S33334,5
653143,S69256,4
764243,S13010,6
404269,S4948,9
435302,S65386,9
184097,S65369,1
276548,S86938,4
851335,S39765,8
580135,S12038,1
709784,S71845,1
551143,S39448,1
297398,S66789,1
530542,S62618,10
498268,S9204,7
224403,S36773,10
202934,S85459,4
199221,S33895,2
860293,S7674,4
63439,S89855,10
565019,S95765,8
101334,S76568,2
836016,S998,8
258974,S41721,10
583043,S85644,1
905659,S28911,4
228804,S81568,5
103406,S42324,4
872779,S81879,4
485981,S4762,5
969127,S903,6
741448,S71230,2
16544,S95387,5
680187,S23464,7
465508,S98563,8
252012,S34836,8
646119,S62581,10
90193,S85108,3
957345,S79893,9
345108,S86117,4
519428,S49084,5
45007,S14760,8
164444,S77993,5
532881,S23958,8
485899,S74546,6
592419,S50975,7
48325,S16596,9
701827,S75837,2
376628,S70813,10
847551,S16437,9
556829,S4484,5
42418,S60583,9
892478,S84945,3
947360,S18084,2
365621,S45620,10
592824,S43055,6
948378,S51512,7
804668,S13052,1
305097,S40660,8
887632,S90516,10
90795,S91313,9
23164,S23640,2
198887,S46296,7
987853,S32786,6
512161,S15024,8
238780,S88980,9
711210,S67308,10
818974,S45133,7
699913,S85583,6
859051,S13030,5
734191,S13403,10
238705,S95320,6
359263,S47149,2
972374,S26737,7
818936,S15635,2
290935,S82452,7
382754,S92022,2
551902,S407,3
827160,S46001,3
506896,S54808,5
791772,S18386,6
100348,S1584,2
307961,S14441,10
397230,S58790,1
174959,S88510,6
660500,S52809,7
205370,S98717,10
933453,S60775,3
732500,S39929,10
413041,S51137,10
155390,S87657,7
696232,S45397,2
638724,S28942,5
529340,S70602,7
385984,S13259,3
93530,S34523,4
567296,S52796,6
305297,S19715,10
607104,S16547,3
232008,S81572,2
688107,S73775,4
667536,S56858,10
761944,S70843,6
160559,S49097,3
826614,S45055,1
633375,S18287,6
294292,S41104,6
133297,S27636,5
335709,S89658,7
417822,S61219,10
182308,S96373,4
381410,S74488,8
660171,S75380,8
655057,S82746,10
282849,S24169,7
642999,S9172,9
269849,S70692,7
385656,S19116,2
279627,S1185,6
789949,S57469,7
286337,S27865,3
927878,S95467,4
912271,S96406,5
806441,S99873,4
195797,S35441,1
527093,S64382,5
834213,S11801,4
957334,S6800,9
895004,S14991,3
272570,S8909,9
453244,S16228,6
338641,S9355,6
123241,S8838,9
477072,S68493,2
551814,S34729,1
44037,S50838,7
231132,S76537,4
262485,S56847,6
450768,S22798,9
128283,S91258,10
872348,S63562,2
144552,S28686,4
536505,S43057,6
593345,S52676,10
893421,S28331,1
133310,S83132,3
594217,S29496,2
169815,S54328,1
720012,S7402,5
613480,S73104,10
655073,S59876,5
783719,S64640,9
496216,S13886,3
895770,S96208,8
884559,S76235,3
775055,S11278,1
282074,S55062,8
421504,S71146,1
530637,S29309,2
874490,S81869,9
402312,S86012,9
437368,S86388,7
809225,S22050,2
71450,S3358,1
286752,S45629,7
767729,S98345,9
642162,S36534,3
567027,S70820,5
695953,S63993,7
966867,S53344,9
953694,S8264,5
22213,S52229,1
505579,S16960,9
276715,S47045,1
366586,S50057,10
287299,S86063,10
248437,S22496,7
737840,S21602,10
469933,S63034,4
646660,S4938,2
964148,S10960,5
201306,S16795,9
399461,S20182,3
596961,S26112,6
85045,S31316,9
788294,S57894,7
741745,S66426,3
924724,S36598,8
634853,S5516,10
450783,S58762,6
688709,S32098,9
139967,S5747,9
530645,S13475,7
996870,S76032,4
481649,S23405,2
890463,S93813,9
674766,S94595,7
604454,S1824,5
369853,S92089,4
478070,S90464,8
982861,S65080,8
323808,S92338,7
626859,S36253,9
945095,S72106,6
708199,S49562,9
428016,S27146,1
96947,S53145,1
685266,S32366,4
587785,S54841,3
277898,S42191,3
944962,S35888,1
249852,S7032,2
927405,S36002,5
913231,S56313,10
152842,S49200,8
443003,S67773,3
220844,S76812,8
985416,S32712,2
779099,S35641,8
939046,S91260,8
273210,S45834,4
833340,S37840,7
261783,S6544,7
839344,S73640,2
273615,S7105,8
832788,S40515,5
455566,S72133,7
390287,S5967,5
618362,S10435,4
237043,S17865,1
850946,S91661,4
481476,S59200,2
130106,S63235,10
809185,S90573,4
939106,S22321,5
816300,S10096,3
477575,S23767,4
288187,S24549,2
127245,S29665,8
209951,S13374,4
554271,S53320,10
446454,S97176,2
767891,S74973,7
897860,S96515,6
199432,S7856,4
869707,S69420,6
656232,S1346,6
445143,S57445,5
756885,S21050,10
487327,S28427,1
100343,S97365,6
559248,S22807,1
656055,S18991,3
745068,S27398,3
197446,S3726,7
205239,S43173,8
769569,S72876,5
149530,S17347,1
418149,S21332,3
684962,S88923,1
956376,S36363,10
149648,S48537,4
667225,S43040,6
438252,S88641,2
215363,S53467,4
781859,S45340,8
19601,S64921,8
562976,S79456,2
245557,S29704,3
796951,S18582,6
739414,S20747,9
22903,S16707,9
584740,S43997,1
476687,S14699,9
605928,S76156,3
573764,S47019,4
322153,S39054,9
393423,S99283,5
446691,S19846,9
75759,S9316,3
74825,S51071,3
275473,S47931,7
583164,S33440,5
578974,S1907,4
403424,S28729,4
513138,S95733,5
904669,S43498,8
274473,S18495,10
535803,S31061,2
585147,S18651,2
694109,S39616,9
380030,S18255,2
726577,S89991,1
598278,S41844,4
606490,S50153,1
551868,S8540,6
747364,S14597,6
810957,S77647,3
370579,S16230,6
597027,S74459,4
584687,S55179,5
981464,S50237,3
310563,S12465,9
388707,S98839,2
563625,S69409,7
151314,S29568,8
739803,S10819,1
703978,S87489,7
528100,S77157,3
735484,S30664,7
384067,S16196,6
797256,S42773,2
854484,S83881,3
162500,S25036,8
550906,S94173,10
907791,S25607,2
999453,S52576,2
923972,S90912,7
343158,S19746,3
41796,S63916,5
291213,S54269,1
964670,S70710,7
214944,S64364,10
925369,S54203,1
317689,S36471,1
237086,S34096,4
507258,S48861,7
520398,S31550,7
996237,S69829,7
837720,S63792,1
282724,S50081,1
628489,S42872,4
24615,S6285,10
669634,S74280,8
273255,S59955,9
879993,S73111,5
783016,S19404,10
567955,S91537,2
179535,S6227,9
361157,S12006,3
772512,S3368,8
656355,S66550,5
513550,S34067,7
685696,S41736,10
978071,S3781,8
753951,S44072,6
67238,S70852,5
899278,S22264,5
536028,S72092,8
54018,S19246,9
116298,S80035,4
737567,S38020,6
478072,S88210,3
115595,S35391,2
722254,S11682,8
444810,S42260,5
522841,S60844,10
599861,S89237,2
477255,S39427,3
142569,S2621,3
431162,S10583,9
118123,S6192,5
371546,S16928,6
715223,S92103,1
672225,S4450,7
843976,S73744,10
514642,S79123,8
298305,S47304,8
764204,S66492,6
587980,S92635,3
909493,S36169,8
960127,S56767,1
910433,S29739,5
687235,S83552,6
141206,S82878,7
973919,S90279,5
256355,S16642,4
313104,S60512,9
845560,S80687,8
709686,S17824,3
220194,S26389,4
109881,S15199,4
54694,S57238,5
451617,S63544,1
403085,S56313,2
44323,S8887,10
472642,S24600,8
66599,S50580,2
663254,S91745,7
783202,S92469,6
2423,S12225,10
140577,S75098,4
801268,S45736,1
878757,S53746,9
928066,S73305,6
662732,S87906,4
690578,S42076,7
491356,S31991,4
423417,S14970,8
426040,S36107,6
423383,S94299,4
352194,S36752,6
673190,S32433,6
754275,S10485,5
170682,S66813,8
120,S10491,8
563278,S78733,7
372243,S95225,9
992094,S56307,9
225275,S61759,9
874914,S13229,7
567188,S33215,1
917446,S98021,8
919532,S58358,4
344791,S16943,6
100116,S31218,9
82149,S33083,7
648189,S71337,5
920072,S98243,7
515978,S6917,2
535059,S57214,3
424604,S51828,9
593238,S3655,2
666466,S15570,9
785275,S40813,8
581734,S84706,2
404323,S2001,1
12056,S47822,8
780197,S99602,5
925235,S80370,4
73772,S25341,6
476576,S51173,1
60009,S32529,8
490098,S22824,2
183767,S94237,2
70799,S23414,6
649403,S17947,4
850069,S1551,6
103096,S8092,10
860544,S20198,1
349838,S93826,4
15828,S89844,2
857242,S46398,8
950603,S17704,1
92988,S76590,6
776547,S91616,5
993492,S5484,10
986828,S81058,6
915147,S84115,2
882885,S34960,7
393482,S6313,1
710238,S82970,5
524155,S6589,2
777542,S81892,4
137106,S89290,6
702858,S11313,5
811494,S92738,2
180218,S6594,4
76393,S45515,1
250467,S97441,2
446913,S94430,7
722322,S61984,9
177143,S2258,10
767273,S9320,6
247879,S49142,2
